,pe_ratio,pb_ratio,market_cap,report_date,ors,npgr,roic,pe_ratio_score,pb_ratio_score,market_cap_score,report_date_score,ors_score,npgr_score,roic_score
000917.SZ,246.0384,6.0329,607.1394,2015-09-30,1334029824.0,5.5700001717,-0.0379999988,10,8,10,9,4,5,7
000918.SZ,-126.8863,1.7914,73.4306,2015-09-30,396437120.0,-905.6500244141,-0.6560000181,1,2,6,9,6,10,10
000919.SZ,35.1383,3.0407,71.568,2015-09-30,781130304.0,0.150000006,0.3120000064,6,5,5,9,5,6,3
000920.SZ,31.3393,6.687,63.8486,2015-09-30,233542128.0,-59.0400009155,0.398999989,5,9,5,9,8,8,3
000921.SZ,17.9563,2.5736,102.0681,2015-09-30,5616212992.0,-35.4199981689,-0.001,4,4,7,9,1,7,7
000922.SZ,-45.5527,3.7192,84.3151,2015-09-30,368135712.0,-215.8800048828,-0.0949999988,2,6,6,9,7,9,8
000923.SZ,-24.4178,6.1312,25.2252,2015-09-30,62400116.0,-2354.3100585938,-0.1330000013,2,8,1,9,9,10,8
000925.SZ,112.4599,4.1088,49.2607,2015-09-30,458212864.0,133.6699981689,-1.4129999876,8,7,4,9,6,2,10
000926.SZ,9.8993,1.2381,74.6549,2015-09-30,2457487616.0,-8.279999733,-0.5619999766,3,1,6,9,2,6,10
000927.SZ,-5.5531,9.9761,97.7842,2015-09-30,615341952.0,-22.8799991608,-0.7960000038,3,9,7,9,5,7,10
000928.SZ,23.3199,3.6756,95.9345,2015-09-30,1964199936.0,410.2399902344,-0.4050000012,5,6,7,9,3,1,9
000929.SZ,10.054,2.7228,23.2207,2015-09-30,194253504.0,76.9199981689,0.2230000049,3,4,1,9,8,2,4
000930.SZ,-40.9717,5.0606,127.8809,2015-09-30,1536295040.0,-1676.0699462891,-0.2969999909,2,7,8,9,3,10,9
000931.SZ,29.0006,7.6666,59.6565,2015-09-30,285380256.0,651.3400268555,-0.0410000011,5,9,5,9,7,1,7
000932.SZ,-89.5459,0.8773,88.3585,2015-09-30,10501362688.0,-2646.3500976562,0.9620000124,2,1,6,9,1,10,2
000933.SZ,-26.7306,1.2049,80.011,2015-09-30,3898765824.0,-141.8399963379,0.0130000003,2,1,6,9,2,9,6
000935.SZ,-59.8966,1.7749,47.6387,2015-09-30,483914240.0,-213.6100006104,0.2599999905,2,2,3,9,6,9,4
000936.SZ,65.9896,2.4843,69.995,2015-09-30,420210144.0,125.1100006104,0.0250000004,7,4,5,9,6,2,6
000937.SZ,-811.5508,0.9799,178.0908,2015-09-30,2957978880.0,-95.8600006104,-0.0460000001,1,1,9,9,2,9,7
000938.SZ,79.7044,6.3572,143.782,2015-09-30,3497350400.0,52.8300018311,-3.6500000954,8,8,8,9,2,3,10
000948.SZ,1029.2333,3.1013,42.2929,2015-09-30,496732896.0,-41.1300010681,-1.3839999437,10,5,3,9,6,8,10
000949.SZ,43.2546,1.9137,46.534,2015-09-30,890859520.0,57.0600013733,0.2759999931,6,2,3,9,4,3,4
000950.SZ,-9.744,1.8517,34.8501,2015-09-30,883314816.0,20.5499992371,0.2300000042,3,2,2,9,4,4,4
000951.SZ,17.7098,1.2947,57.671,2015-09-30,4117914368.0,-45.9799995422,1.1940000057,4,1,4,9,2,8,1
000952.SZ,-14.1711,6.4819,30.8591,2015-09-30,190770176.0,67.9400024414,-0.1539999992,2,8,1,9,8,3,8
000953.SZ,25.6123,11.9583,24.7598,2015-09-30,181752368.0,-242.6699981689,-0.273999989,5,10,1,9,8,10,9
000955.SZ,-1551.6969,4.7011,30.9577,2015-09-30,102255864.0,-199.1499938965,-0.0149999997,1,7,1,9,9,9,7
000958.SZ,63.145,13.6718,140.3773,2015-09-30,103529592.0,29.8700008392,0.1620000005,7,10,8,9,9,4,5
000959.SZ,-123.1998,0.8726,208.9309,2015-09-30,3884879104.0,-5355.5698242188,-0.1570000052,1,1,9,9,2,10,8
001696.SZ,35.3726,3.8145,131.9071,2015-09-30,1192644352.0,-1.0800000429,-0.0209999997,6,6,8,9,4,6,7
001872.SZ,40.078,4.0956,170.0242,2015-09-30,509816992.0,13.8599996567,1.0,6,6,8,9,6,4,1
001896.SZ,32.1997,3.2761,115.2912,2015-09-30,1054230464.0,43.9799995422,1.2580000162,5,5,7,9,4,3,1
001914.SZ,12.9375,1.5837,52.69,2015-09-30,1459733888.0,-146.3399963379,-0.8489999771,3,2,4,9,3,9,10
600000.SH,6.1324,1.1574,2960.3059,2015-09-30,37930999808.0,6.7899999619,15.795999527,3,1,10,9,1,5,1
600006.SH,68.0307,2.7526,173.0,2015-09-30,3732567296.0,78.6800003052,0.064000003,7,4,8,9,2,2,5
600007.SH,25.3567,2.6565,141.5232,2015-09-30,559915200.0,8.5200004578,0.8870000243,5,4,8,9,5,5,2
600009.SH,23.4041,2.8935,552.0736,2015-09-30,1625948672.0,21.9200000763,0.9010000229,5,5,10,9,3,4,2
600051.SH,25.6611,1.3661,28.8186,2015-09-30,791418048.0,20.2600002289,-0.2109999955,5,1,1,9,5,4,9
600052.SH,19.062,2.6706,50.4766,2015-09-30,575717440.0,-123.4899978638,0.1140000001,4,4,4,9,5,9,5
600053.SH,66.9059,6.4859,56.9673,2015-09-30,202292736.0,-22.6100006104,0.6470000148,7,8,4,9,8,7,2
600054.SH,43.3976,3.418,95.9035,2015-09-30,566821248.0,36.8699989319,0.8659999967,6,6,7,9,5,3,2
600055.SH,184.8082,9.4963,64.5021,2015-09-30,178347056.0,81.1900024414,-0.3359999955,9,9,5,9,8,2,9
600056.SH,22.9968,2.8318,147.2194,2015-09-30,4959973888.0,22.7800006866,-0.3310000002,4,4,8,9,1,4,9
600057.SH,37.3796,2.8631,113.2622,2015-09-30,17354022912.0,-19.75,1.746999979,6,4,7,9,1,7,1
600058.SH,-365.9014,4.8388,399.9299,2015-09-30,17600335872.0,-621.1599731445,0.2230000049,1,7,10,8,1,10,4
600059.SH,38.6366,1.9608,73.98,2015-09-30,249348064.0,18.4599990845,-0.1539999992,6,2,6,6,7,4,8
600060.SH,12.9997,1.6658,183.5799,2015-09-30,8128141824.0,0.9599999785,0.4970000088,3,2,9,6,1,6,3
600061.SH,25.8144,2.2332,568.8994,2015-09-30,279353568.0,502.8900146484,10.2019996643,5,3,10,6,7,1,1
600062.SH,22.3192,2.073,124.6297,2015-09-30,980887936.0,0.0399999991,0.5479999781,4,3,7,2,4,6,3
600063.SH,48.6131,1.8616,81.9656,2015-09-30,914614208.0,-43.0600013733,0.2849999964,7,2,6,2,4,8,4
600064.SH,14.8839,1.2413,128.3062,2015-09-30,815816704.0,143.9600067139,1.6840000153,4,1,8,2,5,2,1
600066.SH,15.4087,4.1045,421.9768,2015-09-30,8541827584.0,35.2900009155,2.2660000324,4,7,10,2,1,3,1
600067.SH,15.7766,1.5191,108.4003,2015-09-30,1067881536.0,-28.9500007629,0.3370000124,4,1,7,2,4,7,3
600068.SH,14.2322,1.7629,338.9116,2015-09-30,18180487168.0,9.8800001144,-1.2460000515,3,2,10,2,1,5,10
600069.SH,-7.9955,2.1817,50.089,2015-09-30,733393472.0,59.8100013733,0.0070000002,3,3,4,2,5,3,6
600070.SH,-46.0317,3.025,33.8782,2015-09-30,198182176.0,-96.5400009155,-0.064000003,2,5,2,2,8,9,7
600071.SH,-43.2316,7.9086,38.4705,2015-09-30,219652256.0,56.0299987793,-0.1459999979,2,9,2,2,8,3,8
600072.SH,345.6933,11.3325,124.3438,2015-09-30,238285232.0,41.9599990845,0.1040000021,10,10,7,2,8,3,5
600073.SH,88.7635,3.614,113.9341,2015-09-30,4340274688.0,-14.9200000763,0.2419999987,8,6,7,2,2,6,4
600075.SH,118.4987,2.54,39.8242,2015-09-30,385666880.0,-49.6699981689,-0.1140000001,8,4,2,2,7,8,8
600076.SH,-231.7742,26.5414,30.3395,2015-09-30,1185379.5,-23.7099990845,0.0170000009,1,10,1,2,10,7,6
600077.SH,258.6361,1.9348,72.3666,2015-09-30,433029024.0,87.7600021362,0.9929999709,10,2,5,2,6,2,1
600078.SH,175.4498,2.3486,41.9409,2015-09-30,538733056.0,-22.2399997711,0.5809999704,9,3,3,2,6,7,2
600079.SH,39.4009,2.7089,206.0251,2015-09-30,2456482048.0,34.5900001526,0.0410000011,6,4,9,2,2,3,6
600080.SH,111.2555,2.6598,27.4461,2015-09-30,174286112.0,-24.8999996185,0.0829999968,8,4,1,2,8,7,5
600081.SH,26.7542,5.4014,56.4094,2015-09-30,1048459008.0,-12.3800001144,1.0460000038,5,8,4,2,4,6,1
600082.SH,104.4929,1.9888,34.8903,2015-09-30,166988896.0,-109.4199981689,-0.1940000057,8,3,2,2,8,9,9
600083.SH,212.7778,58.2383,28.819,2015-09-30,14380389.0,232.5099945068,-0.3409999907,9,10,1,2,10,1,9
600084.SH,165.654,2.6499,63.1534,2015-09-30,29657422.0,12.1800003052,-0.1059999987,9,4,5,2,10,5,8
600085.SH,39.6765,4.9259,328.33,2015-09-30,2285282816.0,14.3900003433,0.5040000081,6,7,10,2,2,4,3
600086.SH,49.7869,5.3368,144.9,2015-09-30,2378429696.0,241.8500061035,-1.3630000353,7,8,8,2,2,1,10
600088.SH,117.9273,5.7916,66.8147,2015-09-30,120772408.0,4.8499999046,-0.1560000032,8,8,5,2,9,5,8
600089.SH,19.3725,1.8307,356.7461,2015-09-30,8826266624.0,17.0699996948,-0.2639999986,4,2,10,2,1,4,9
600090.SH,110.351,8.7825,42.3104,2015-09-30,397458016.0,-6.4200000763,0.9720000029,8,9,3,2,6,6,2
600091.SH,-16.6686,12.6146,27.4605,2015-09-30,6692595.0,-25.3400001526,-0.1319999993,2,10,1,2,10,7,8
600093.SH,273.9029,2.7372,145.2447,2015-09-30,1521627136.0,265.6499938965,-1.4700000286,10,4,8,2,3,1,10
600094.SH,42.5956,2.9734,166.3558,2015-09-30,1672383232.0,396.4400024414,-2.8489999771,6,5,8,2,3,1,10
600095.SH,1970.49,5.5283,38.872,2015-09-30,54765304.0,-229.8000030518,0.2560000122,10,8,2,2,10,9,4
600096.SH,-7.562,2.1562,120.1339,2015-09-30,13683445760.0,102.7200012207,3.7669999599,3,3,7,2,1,2,1
600097.SH,-396.1053,7.6365,61.2656,2015-09-30,178351248.0,-77.6699981689,0.2680000067,1,9,5,2,8,8,4
600098.SH,23.8843,1.9019,265.8042,2015-09-30,5002384384.0,-2.2999999523,0.9589999914,5,2,9,2,1,6,2
600099.SH,1020.0856,6.2187,29.2963,2015-09-30,86731440.0,5.5999999046,-0.1449999958,10,8,1,2,9,5,8
600100.SH,28.257,2.5786,450.809,2015-09-30,7376919552.0,360.2200012207,-0.4390000105,5,4,10,2,1,1,9
600101.SH,45.2002,2.1993,40.7493,2015-09-30,316291200.0,-23.5,0.4550000131,6,3,3,2,7,7,3
600103.SH,-73.4295,4.9664,58.0827,2015-09-30,548785024.0,-1927.5500488281,-0.0329999998,2,7,4,2,6,10,7
600104.SH,6.8587,1.2317,1959.2432,2015-09-30,150084714496.0,4.1799998283,1.7910000086,3,1,10,2,1,5,1
600105.SH,65.1745,2.9669,70.7327,2015-09-30,834292992.0,-22.8299999237,-0.1430000067,7,5,5,2,5,7,8
600106.SH,37.9003,3.009,95.676,2015-09-30,80315920.0,-10.1599998474,0.3059999943,6,5,6,2,9,6,3
600107.SH,-865.9925,9.9631,52.416,2015-09-30,93740976.0,152.9299926758,0.0649999976,1,9,4,2,9,2,5
600108.SH,82.3086,3.1431,148.1602,2015-09-30,544340608.0,-40.9700012207,0.0419999994,8,5,8,2,6,8,6
600109.SH,22.2293,2.4064,376.2303,2015-09-30,1444311552.0,206.8099975586,5.8249998093,4,4,10,2,3,1,1
600110.SH,-68.6038,8.703,157.9379,2015-09-30,369604640.0,-866.799987793,0.2660000026,2,9,8,2,7,10,4
600111.SH,73.7825,5.7814,477.7482,2015-09-30,1267099648.0,-24.0200004578,0.65200001,8,8,10,2,4,7,2
600112.SH,-578.5407,5.2425,66.5022,2015-09-30,239625424.0,-80.2699966431,-0.0040000002,1,8,5,2,8,9,7
600113.SH,177.9104,4.7781,28.6103,2015-09-30,124702256.0,-12.6800003052,0.2479999959,9,7,1,2,9,6,4
600115.SH,14.1286,3.1484,984.1994,2015-09-30,27651999744.0,159.0599975586,1.3710000515,3,5,10,2,1,2,1
600116.SH,23.448,2.0699,43.4274,2015-09-30,305278976.0,63.5699996948,0.6269999743,5,3,3,2,7,3,2
600117.SH,-58.7973,1.5701,38.6175,2015-09-30,1388874752.0,-227.3300018311,-0.2259999961,2,2,2,2,3,9,9
600118.SH,125.7021,10.4585,458.2145,2015-09-30,867464192.0,12.0,-0.3880000114,9,9,10,2,4,5,9
600119.SH,121.9235,6.7957,52.0736,2015-09-30,664423744.0,150.7700042725,-0.0860000029,9,9,4,3,5,2,8
600120.SH,15.7856,1.8235,98.1629,2015-09-30,2248885248.0,10.25,0.7749999762,4,2,7,3,2,5,2
600121.SH,-89.7464,1.3058,51.681,2015-09-30,2900112384.0,-146.1100006104,-0.8119999766,1,1,4,3,2,9,10
600122.SH,22.0086,1.4862,117.7829,2015-09-30,5836707840.0,112.0,0.1299999952,4,1,7,3,1,2,5
600123.SH,63.0374,0.8595,83.0525,2015-09-30,996973056.0,273.3800048828,-0.0120000001,7,1,6,3,4,1,7
600125.SH,34.2246,2.3395,110.8388,2015-09-30,1571189248.0,-12.3699998856,0.2370000035,6,3,7,3,3,6,4
600126.SH,-20.3142,1.9864,59.8163,2015-09-30,1855534720.0,-8191.0200195312,0.4180000126,2,3,5,3,3,10,3
600127.SH,-51.154,4.8485,39.7906,2015-09-30,539344768.0,-946.5700073242,-0.0909999982,2,7,2,3,6,10,8
600128.SH,44.3072,1.9863,29.8589,2015-09-30,948982144.0,-27.7199993134,0.851000011,6,3,1,3,4,7,2
600129.SH,-59.7734,5.2932,71.8889,2015-09-30,1554450048.0,796.0900268555,0.0920000002,2,8,5,3,3,1,5
600131.SH,22.6347,4.2462,36.3978,2015-09-30,249592368.0,-11.9399995804,0.2389999926,4,7,2,3,7,6,4
600132.SH,136.0128,5.257,66.3525,2015-09-30,1120273024.0,7.7600002289,1.4359999895,9,8,5,3,4,5,1
600133.SH,25.9336,4.208,64.3137,2015-09-30,1489073152.0,-68.1800003052,-0.4129999876,5,7,5,3,3,8,9
600135.SH,284.9403,3.2662,51.734,2015-09-30,334001184.0,23.5100002289,-0.0289999992,10,5,4,3,7,4,7
600136.SH,231.2419,6.7177,56.2911,2015-09-30,70636024.0,61435.78125,-0.5370000005,9,9,4,3,9,1,10
600137.SH,-816.8068,4.3132,19.9296,2015-09-30,48005260.0,-80.2099990845,-0.2529999912,1,7,1,3,10,9,9
600138.SH,53.2385,3.2212,147.6634,2015-09-30,3092831488.0,-20.6800003052,0.2879999876,7,5,8,3,2,7,4
600139.SH,744.9414,11.2328,146.4102,2015-09-30,378421152.0,142.1799926758,0.2660000026,10,10,8,3,7,2,4
600141.SH,12.4633,1.3114,63.5978,2015-09-30,3376316416.0,-77.9100036621,1.3140000105,3,1,5,3,2,8,1
600145.SH,-1.2885,-1.3776,19.8285,2015-09-30,0.0,4.9000000954,-0.0130000003,3,1,1,3,10,5,7
600146.SH,359.4974,38.885,53.16,2015-09-30,1606479.25,-7.1399998665,-0.125,10,10,4,3,10,6,8
600148.SH,145.0089,10.807,39.7661,2015-09-30,98724368.0,-87.0599975586,0.3529999852,9,9,2,3,9,9,3
600149.SH,10209.2391,24.9718,67.0222,2015-09-30,3012561.75,-149.1699981689,-0.0280000009,10,10,5,3,10,9,7
600150.SH,531.3929,2.9108,511.2816,2015-09-30,7634814464.0,23.0900001526,-3.3129999638,10,5,10,3,1,4,10
600151.SH,-387.5542,2.8301,114.6415,2015-09-30,828419840.0,-35.8600006104,-0.0659999996,1,4,7,3,5,7,7
600152.SH,-16.8686,4.0989,23.3328,2015-09-30,197947056.0,123.3499984741,-0.0320000015,2,6,1,3,8,2,7
600153.SH,21.9787,2.7339,490.7732,2015-09-30,34125645824.0,2.2599999905,1.3930000067,4,4,10,3,1,5,1
600155.SH,-42.8623,95.8358,71.3951,2015-09-30,77259528.0,510.9800109863,-0.0140000004,2,10,5,2,9,1,7
600156.SH,-169.516,5.7742,39.2862,2015-09-30,251455440.0,50.0400009155,0.0390000008,1,8,2,2,7,3,6
600157.SH,99.5126,2.3844,478.0111,2015-09-30,3070779392.0,33.6599998474,0.1829999983,8,4,10,2,2,3,4
600158.SH,276.3455,10.7023,159.2129,2015-09-30,139463536.0,-24.2399997711,0.0790000036,10,9,8,2,8,7,5
600159.SH,30.4979,1.7782,36.8521,2015-09-30,197035616.0,-75.4499969482,0.0280000009,5,2,2,2,8,8,6
600160.SH,125.1002,3.1633,226.9078,2015-09-30,2498680320.0,20.5499992371,0.2419999987,9,5,9,2,2,4,4
600161.SH,-294.7819,6.7469,134.7946,2015-09-30,424716896.0,-84.3199996948,0.6069999933,1,9,8,2,6,9,2
600162.SH,17.5343,2.5968,48.6793,2015-09-30,489337920.0,-16.4699993134,-0.3589999974,4,4,4,3,6,7,9
600163.SH,-12.8231,3.882,54.3709,2015-09-30,77529832.0,88.0699996948,0.2919999957,3,6,4,3,9,2,4
600165.SH,-42.3403,8.9594,77.2549,2015-09-30,262360048.0,-162.8500061035,0.6880000234,2,9,6,3,7,9,2
600166.SH,55.7141,1.1026,201.1045,2015-09-30,8318033920.0,-41.4500007629,-0.0920000002,7,1,9,2,1,8,8
600167.SH,30.192,4.8467,54.3536,2015-09-30,45782544.0,15.7700004578,-4.5700001717,5,7,4,3,10,4,10
600168.SH,22.0945,1.6249,68.6863,2015-09-30,296909184.0,-18.3400001526,0.2689999938,4,2,5,3,7,7,4
600169.SH,454.9459,2.3791,128.9544,2015-09-30,1548229504.0,-44.1599998474,-0.1920000017,10,3,8,3,3,8,9
600170.SH,26.2465,2.5464,489.7209,2015-09-30,28491053056.0,7.2100000381,-0.6150000095,5,4,10,3,1,5,10
600171.SH,190.803,5.159,92.7833,2015-09-30,121406336.0,14.0900001526,0.0260000005,9,8,6,3,9,4,6
600172.SH,51.5532,3.1488,110.9966,2015-09-30,425537536.0,-1.3500000238,0.074000001,7,5,7,3,6,6,5
600173.SH,15.0457,2.2872,36.9825,2015-09-30,255718960.0,-24.4300003052,0.3880000114,4,3,2,3,7,7,3
600175.SH,45.22,2.5536,118.6302,2015-09-30,942987136.0,-77.3199996948,0.0350000001,6,4,7,3,4,8,6
600176.SH,23.2138,4.2519,191.4549,2015-09-30,1779090816.0,165.6699981689,0.9279999733,5,7,9,3,3,1,2
600177.SH,6.6648,1.4888,282.3344,2015-09-30,3655255808.0,65.8099975586,1.0490000248,3,1,9,3,2,3,1
600178.SH,36.8413,2.3822,42.6962,2015-09-30,211501072.0,207.3000030518,0.2399999946,6,3,3,3,8,1,4
600179.SH,-14.5004,-23.808,39.741,2015-09-30,196006176.0,24.9500007629,0.2280000001,2,1,2,2,8,4,4
600180.SH,45.3086,5.8617,223.0157,2015-09-30,2782715904.0,-11.6499996185,-0.6930000186,6,8,9,2,2,6,10
600182.SH,23.7294,4.8903,50.388,2015-09-30,786919104.0,7.2600002289,0.8169999719,5,7,4,2,5,5,2
600183.SH,23.5203,2.5555,109.2878,2015-09-30,2025480960.0,-19.5,0.4059999883,5,4,7,2,3,7,3
600185.SH,8.8462,2.9526,97.0485,2015-09-30,336929600.0,330.3200073242,-3.9070000648,3,5,7,1,7,1,10
600186.SH,-26.7694,112.1931,111.0877,2015-09-30,412944544.0,-275.1799926758,-0.003,2,10,7,1,6,10,7
600187.SH,67.4376,2.7976,74.8191,2015-09-30,89360552.0,-128.6399993896,-0.0710000023,7,4,6,1,9,9,8
600188.SH,20.5463,1.2258,426.9171,2015-09-30,13310927872.0,-28.8600006104,-0.1169999987,4,1,10,1,1,7,8
600189.SH,-245.7281,3.3852,42.818,2015-09-30,380561088.0,-2522.9399414062,0.1319999993,1,6,3,1,7,10,5
600190.SH,52.5567,1.7723,105.1203,2015-09-30,550994432.0,-22.2999992371,0.1550000012,7,2,7,1,6,7,5
600191.SH,51.8466,3.4489,74.0491,2015-09-30,1492283.5,322.1300048828,-0.1110000014,7,6,6,1,10,1,8
600192.SH,64.8956,1.8714,35.2073,2015-09-30,382985312.0,-48.8300018311,-0.112999998,7,2,2,1,7,8,8
600193.SH,-15.7719,16.4472,57.3403,2015-09-30,0.0,125.7900009155,-0.2169999927,2,10,4,1,10,2,9
600195.SH,26.0889,2.5384,73.8396,2015-09-30,1027340928.0,-2.4900000095,-0.2890000045,5,4,6,1,4,6,9
600196.SH,23.2314,3.1857,557.2738,2015-09-30,3152113408.0,20.0900001526,0.503000021,5,5,10,1,2,4,3
600197.SH,18.1544,2.7505,45.9963,2015-09-30,351845888.0,-15.6000003815,0.2310000062,4,4,3,1,7,6,4
600198.SH,1170.2304,4.5917,171.3937,2015-09-30,2104721792.0,-215.6600036621,0.0879999995,10,7,8,1,3,9,5
600199.SH,62.8941,2.0855,46.3516,2015-09-30,398916320.0,-31.8999996185,0.7189999819,7,3,3,1,6,7,2
600200.SH,259.4745,10.7331,107.4277,2015-09-30,755215488.0,-9.9600000381,-0.2549999952,10,9,7,1,5,6,9
600201.SH,33.3279,7.9655,145.4701,2015-09-30,317788224.0,30.4599990845,0.2090000063,6,9,8,1,7,4,4
600202.SH,143.9321,4.6856,40.2124,2015-09-30,91178224.0,-558.4899902344,-0.1299999952,9,7,2,1,9,10,8
600203.SH,39.1611,2.2385,37.7238,2015-09-30,1353968128.0,-85.2699966431,-0.1379999965,6,3,2,1,3,9,8
600206.SH,89.6404,3.6541,100.5695,2015-09-30,578494848.0,119.6100006104,-0.0900000036,8,6,7,1,5,2,8
600207.SH,-12.5478,6.0366,40.986,2015-09-30,430106400.0,177.3399963379,-0.1070000008,3,8,3,1,6,1,8
600208.SH,33.9145,2.0323,422.369,2015-09-30,1604698368.0,33.25,0.0149999997,6,3,10,1,3,3,6
600209.SH,-468.604,4.9899,35.2087,2015-09-30,14056878.0,-704.2100219727,-0.0439999998,1,7,2,1,10,10,7
600210.SH,48.4046,2.2611,94.341,2015-09-30,2120431104.0,-17.6900005341,0.4850000143,7,3,6,1,3,7,3
600211.SH,217.3037,12.8078,54.0135,2015-09-30,294076128.0,108.5599975586,0.5809999704,9,10,4,1,7,2,2
600212.SH,-15.4378,4.6406,36.177,2015-09-30,39486436.0,-2618.0900878906,0.0430000015,2,7,2,1,10,10,6
600213.SH,-16.6948,469.6709,21.846,2015-09-30,326941248.0,0.2800000012,-0.0719999969,2,10,1,1,7,6,8
600215.SH,145.0881,1.6912,40.3184,2015-09-30,33624736.0,11.720000267,-0.4370000064,9,2,2,1,10,5,9
600216.SH,96.8965,1.3645,90.1472,2015-09-30,1235592832.0,-36.4199981689,-0.0419999994,8,1,6,1,4,8,7
600217.SH,-32.7974,10.8791,84.9225,2015-09-30,374370240.0,-15.6899995804,-0.2099999934,2,9,6,1,7,6,9
600218.SH,74.989,2.1838,38.6824,2015-09-30,606270464.0,113.3899993896,0.0320000015,8,3,2,1,5,2,6
600219.SH,21.0103,0.7979,186.5551,2015-09-30,3647450368.0,-4.4800000191,0.1909999996,4,1,9,1,2,6,4
600220.SH,116.816,5.1696,88.8103,2015-09-30,549661952.0,33.8899993896,0.174999997,8,8,6,1,6,3,4
600221.SH,12.7046,1.594,471.4504,2015-09-30,10002439168.0,31.8899993896,0.8159999847,3,2,10,1,1,3,2
600222.SH,196.4167,2.7004,39.8851,2015-09-30,240072816.0,-81.4400024414,-0.1190000027,9,4,2,1,7,9,8
600226.SH,46.646,4.2785,58.2774,2015-09-30,250157904.0,46.3400001526,0.1659999937,6,7,4,1,7,3,5
600228.SH,49.4003,32.4108,24.9766,2015-09-30,125019192.0,55.5499992371,0.2730000019,7,10,1,1,9,3,4
600239.SH,31.7973,1.7284,66.1543,2015-09-30,214569712.0,-1923.9599609375,-0.8970000148,5,2,5,1,8,10,10
600266.SH,13.3127,0.9649,186.9479,2015-09-30,2319171072.0,3.5999999046,-2.0569999218,3,1,9,1,2,5,10
600268.SH,-15.2773,2.7701,49.9304,2015-09-30,984908224.0,43.2599983215,-0.5419999957,2,4,4,1,4,3,10
600359.SH,51.2322,4.0187,42.3098,2015-09-30,62311224.0,180.1699981689,0.1019999981,7,6,3,1,9,1,5
600600.SH,24.5487,2.7421,437.9886,2015-09-30,8248385536.0,-19.9200000763,3.5999999046,5,4,10,1,1,7,1
600601.SH,83.4587,3.9235,140.2535,2015-09-30,1462064256.0,-83.5500030518,-0.0309999995,8,6,8,1,3,9,7
600602.SH,94.9706,3.6326,95.8294,2015-09-30,285308096.0,-1.4099999666,-0.2210000008,8,6,7,1,7,6,9
600603.SH,-70.1477,73.1494,23.9799,2015-09-30,12544392.0,-268.6199951172,-0.1180000007,2,10,1,1,10,10,8
600604.SH,-810.4024,5.7008,156.5452,2015-09-30,49151852.0,-975.9899902344,-1.4670000076,1,8,8,1,10,10,10
600605.SH,166.9955,4.1621,20.4072,2015-09-30,536304320.0,91.2399978638,0.001,9,7,1,1,6,2,7
600606.SH,-217.8015,3.4063,1647.5681,2015-09-30,50081542144.0,12.0200004578,-2.9389998913,1,6,10,1,1,5,10
600608.SH,-217.3048,-69.8076,25.3552,2015-09-30,34082424.0,-331.4700012207,0.0289999992,1,1,1,1,10,10,6
600609.SH,-35.1974,18.1484,48.6237,2015-09-30,1064819264.0,157.1900024414,-0.2179999948,2,10,3,1,4,2,9
600611.SH,47.0298,2.9368,217.8145,2015-09-30,575405696.0,15.5699996948,0.6269999743,7,5,9,1,5,4,2
600612.SH,23.4297,5.5114,246.9116,2015-09-30,8423809024.0,10.3699998856,-0.9279999733,5,8,9,1,1,5,10
600613.SH,61.9662,5.2393,115.6799,2015-09-30,350211488.0,8.9499998093,-0.0250000004,7,8,7,1,7,5,7
600614.SH,92.8986,3.8002,115.831,2015-09-30,423206560.0,213.6900024414,-0.201000005,8,6,7,1,6,1,9
600615.SH,231.4553,5.8349,29.0868,2015-09-30,19103260.0,-44.4599990845,-0.0450000018,9,8,1,1,10,8,7
600616.SH,105.8945,2.6632,51.0502,2015-09-30,260326816.0,-17.5699996948,0.0909999982,8,4,4,1,7,7,5
600617.SH,35.2442,7.0869,166.4478,2015-09-30,1444008576.0,16.0,0.25,6,9,8,2,3,4,4
600618.SH,-23.9361,6.671,141.659,2015-09-30,1711565056.0,50.3100013733,0.0810000002,2,9,8,2,3,3,5
600619.SH,89.8661,2.0181,70.8518,2015-09-30,1128395776.0,-32.7599983215,0.4650000036,8,3,5,2,4,7,3
600620.SH,81.6024,1.4824,88.2151,2015-09-30,9731972.0,-29.6100006104,-0.0080000004,8,1,6,2,10,7,7
600621.SH,30.6381,3.545,68.4452,2015-09-30,42227876.0,96.6900024414,-0.4059999883,5,6,5,2,10,2,9
600622.SH,23.4315,2.035,62.3336,2015-09-30,503093856.0,-24.5400009155,0.8159999847,5,3,5,2,6,7,2
600623.SH,302.3196,1.7378,254.2221,2015-09-30,19841568768.0,-64.7399978638,0.9440000057,10,2,9,2,1,8,2
600624.SH,145.9788,5.9739,61.6241,2015-09-30,175540688.0,14.5699996948,0.1299999952,9,8,5,2,8,4,5
600626.SH,68.0576,3.8351,86.5786,2015-09-30,2090772096.0,-14.9499998093,-0.0769999996,7,6,6,1,3,6,8
600628.SH,62.3298,3.399,88.4382,2015-09-30,740255936.0,-77.5699996948,0.3720000088,7,6,6,2,5,8,3
600629.SH,754.8455,7.9428,71.6325,2015-09-30,2780117248.0,-6.4000000954,-0.5789999962,10,9,5,2,2,6,10
600630.SH,116.9616,5.0707,83.7827,2015-09-30,892602752.0,15.5699996948,-0.3519999981,8,7,6,2,4,4,9
600633.SH,41.3628,5.5839,214.1294,2015-09-30,748020544.0,-1.7100000381,0.0379999988,6,8,9,2,5,6,6
