===============================================================================
Id,2006-day-001,len,datetime,open,high,low,close,volume,openinterest,LongShortStrategy,len,datetime,CrossOver,len,crossover,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
173,2006-day-001,173,2006-09-04 23:59:59.999989,3824.02,3839.3,3824.02,3837.61,0.0,0.0,LongShortStrategy,173,732558.9999999999,CrossOver,173,0.0,Broker,173,99652.79999999996,101652.79999999996,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,2006-day-001,174,2006-09-05 23:59:59.999989,3835.82,3835.82,3801.14,3817.76,0.0,0.0,LongShortStrategy,174,732559.9999999999,CrossOver,174,0.0,Broker,174,99454.29999999996,101454.29999999996,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,2006-day-001,175,2006-09-06 23:59:59.999989,3818.12,3818.36,3765.73,3772.21,0.0,0.0,LongShortStrategy,175,732560.9999999999,CrossOver,175,-1.0,Broker,175,98998.79999999996,100998.79999999996,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,2006-day-001,176,2006-09-07 23:59:59.999989,3766.8,3766.8,3729.77,3739.7,0.0,0.0,LongShortStrategy,176,732561.9999999999,CrossOver,176,0.0,Broker,176,100942.69999999995,100942.69999999995,BuySell,176,,3823.3019999999997,Trades - Net Profit/Loss,176,1267.500000000001,
177,2006-day-001,177,2006-09-08 23:59:59.999989,3745.99,3762.09,3736.31,3750.08,0.0,0.0,LongShortStrategy,177,732562.9999999999,CrossOver,177,0.0,Broker,177,100942.69999999995,100942.69999999995,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,2006-day-001,178,2006-09-11 23:59:59.999989,3745.78,3745.78,3709.81,3742.06,0.0,0.0,LongShortStrategy,178,732565.9999999999,CrossOver,178,0.0,Broker,178,100942.69999999995,100942.69999999995,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,2006-day-001,179,2006-09-12 23:59:59.999989,3744.91,3792.73,3729.36,3788.96,0.0,0.0,LongShortStrategy,179,732566.9999999999,CrossOver,179,1.0,Broker,179,100942.69999999995,100942.69999999995,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,2006-day-001,180,2006-09-13 23:59:59.999989,3799.86,3810.07,3787.11,3805.55,0.0,0.0,LongShortStrategy,180,732567.9999999999,CrossOver,180,0.0,Broker,180,98997.59999999995,100997.59999999995,BuySell,180,3730.30335,,Trades - Net Profit/Loss,180,,
181,2006-day-001,181,2006-09-14 23:59:59.999989,3809.08,3824.77,3786.7,3796.65,0.0,0.0,LongShortStrategy,181,732568.9999999999,CrossOver,181,0.0,Broker,181,98908.59999999995,100908.59999999995,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,2006-day-001,182,2006-09-15 23:59:59.999989,3800.99,3825.15,3789.18,3812.11,0.0,0.0,LongShortStrategy,182,732569.9999999999,CrossOver,182,0.0,Broker,182,99063.19999999995,101063.19999999995,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,2006-day-001,183,2006-09-18 23:59:59.999989,3813.73,3823.92,3790.83,3808.47,0.0,0.0,LongShortStrategy,183,732572.9999999999,CrossOver,183,0.0,Broker,183,99026.79999999994,101026.79999999994,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,2006-day-001,184,2006-09-19 23:59:59.999989,3807.67,3811.25,3770.36,3780.18,0.0,0.0,LongShortStrategy,184,732573.9999999999,CrossOver,184,-1.0,Broker,184,98743.89999999995,100743.89999999995,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,2006-day-001,185,2006-09-20 23:59:59.999989,3782.15,3843.26,3775.48,3841.31,0.0,0.0,LongShortStrategy,185,732574.9999999999,CrossOver,185,1.0,Broker,185,100761.59999999995,100761.59999999995,BuySell,185,,3900.9089,Trades - Net Profit/Loss,185,,-181.10000000000036
186,2006-day-001,186,2006-09-21 23:59:59.999989,3840.2,3867.74,3831.23,3857.14,0.0,0.0,LongShortStrategy,186,732575.9999999999,CrossOver,186,0.0,Broker,186,98928.99999999994,100928.99999999994,BuySell,186,3773.76155,,Trades - Net Profit/Loss,186,,
187,2006-day-001,187,2006-09-22 23:59:59.999989,3839.51,3839.65,3800.65,3812.73,0.0,0.0,LongShortStrategy,187,732576.9999999999,CrossOver,187,0.0,Broker,187,98484.89999999994,100484.89999999994,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,2006-day-001,188,2006-09-25 23:59:59.999989,3815.13,3842.67,3802.47,3822.12,0.0,0.0,LongShortStrategy,188,732579.9999999999,CrossOver,188,0.0,Broker,188,98578.79999999993,100578.79999999993,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,2006-day-001,189,2006-09-26 23:59:59.999989,3838.0,3877.79,3838.0,3872.92,0.0,0.0,LongShortStrategy,189,732580.9999999999,CrossOver,189,0.0,Broker,189,99086.79999999993,101086.79999999993,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,2006-day-001,190,2006-09-27 23:59:59.999989,3877.55,3899.04,3871.12,3896.18,0.0,0.0,LongShortStrategy,190,732581.9999999999,CrossOver,190,0.0,Broker,190,99319.39999999992,101319.39999999992,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,2006-day-001,191,2006-09-28 23:59:59.999989,3893.86,3907.41,3885.32,3894.98,0.0,0.0,LongShortStrategy,191,732582.9999999999,CrossOver,191,0.0,Broker,191,99307.39999999992,101307.39999999992,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,2006-day-001,192,2006-09-29 23:59:59.999989,3898.07,3921.15,3894.87,3899.41,0.0,0.0,LongShortStrategy,192,732583.9999999999,CrossOver,192,0.0,Broker,192,99351.69999999992,101351.69999999992,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,2006-day-001,193,2006-10-02 23:59:59.999989,3902.03,3917.4,3875.76,3892.48,0.0,0.0,LongShortStrategy,193,732586.9999999999,CrossOver,193,0.0,Broker,193,99282.39999999992,101282.39999999992,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,2006-day-001,194,2006-10-03 23:59:59.999989,3886.09,3886.09,3858.87,3880.14,0.0,0.0,LongShortStrategy,194,732587.9999999999,CrossOver,194,0.0,Broker,194,99158.99999999991,101158.99999999991,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,2006-day-001,195,2006-10-04 23:59:59.999989,3884.39,3914.73,3883.38,3914.73,0.0,0.0,LongShortStrategy,195,732588.9999999999,CrossOver,195,0.0,Broker,195,99504.8999999999,101504.8999999999,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,2006-day-001,196,2006-10-05 23:59:59.999989,3921.17,3949.47,3921.17,3939.86,0.0,0.0,LongShortStrategy,196,732589.9999999999,CrossOver,196,0.0,Broker,196,99756.19999999991,101756.19999999991,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,2006-day-001,197,2006-10-06 23:59:59.999989,3939.28,3950.06,3919.88,3940.31,0.0,0.0,LongShortStrategy,197,732590.9999999999,CrossOver,197,0.0,Broker,197,99760.69999999991,101760.69999999991,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,2006-day-001,198,2006-10-09 23:59:59.999989,3932.33,3942.17,3921.81,3939.48,0.0,0.0,LongShortStrategy,198,732593.9999999999,CrossOver,198,0.0,Broker,198,99752.3999999999,101752.3999999999,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,2006-day-001,199,2006-10-10 23:59:59.999989,3946.55,3963.2,3943.35,3960.67,0.0,0.0,LongShortStrategy,199,732594.9999999999,CrossOver,199,0.0,Broker,199,99964.2999999999,101964.2999999999,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,2006-day-001,200,2006-10-11 23:59:59.999989,3956.15,3969.72,3939.78,3967.39,0.0,0.0,LongShortStrategy,200,732595.9999999999,CrossOver,200,0.0,Broker,200,100031.4999999999,102031.4999999999,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,2006-day-001,201,2006-10-12 23:59:59.999989,3966.39,4000.49,3964.44,3999.93,0.0,0.0,LongShortStrategy,201,732596.9999999999,CrossOver,201,0.0,Broker,201,100356.89999999989,102356.89999999989,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,2006-day-001,202,2006-10-13 23:59:59.999989,4002.28,4008.67,3986.41,3999.07,0.0,0.0,LongShortStrategy,202,732597.9999999999,CrossOver,202,0.0,Broker,202,100348.2999999999,102348.2999999999,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,2006-day-001,203,2006-10-16 23:59:59.999989,4000.3,4007.38,3987.52,4001.97,0.0,0.0,LongShortStrategy,203,732600.9999999999,CrossOver,203,0.0,Broker,203,100377.2999999999,102377.2999999999,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,2006-day-001,204,2006-10-17 23:59:59.999989,3993.04,3993.33,3947.39,3949.57,0.0,0.0,LongShortStrategy,204,732601.9999999999,CrossOver,204,0.0,Broker,204,99853.2999999999,101853.2999999999,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,2006-day-001,205,2006-10-18 23:59:59.999989,3958.29,4007.17,3958.29,3991.38,0.0,0.0,LongShortStrategy,205,732602.9999999999,CrossOver,205,0.0,Broker,205,100271.3999999999,102271.3999999999,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,2006-day-001,206,2006-10-19 23:59:59.999989,3986.3,4000.76,3967.98,3986.82,0.0,0.0,LongShortStrategy,206,732603.9999999999,CrossOver,206,0.0,Broker,206,100225.7999999999,102225.7999999999,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,2006-day-001,207,2006-10-20 23:59:59.999989,3991.86,4016.63,3981.18,3998.19,0.0,0.0,LongShortStrategy,207,732604.9999999999,CrossOver,207,0.0,Broker,207,100339.4999999999,102339.4999999999,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,2006-day-001,208,2006-10-23 23:59:59.999989,4001.63,4024.75,3982.02,4019.02,0.0,0.0,LongShortStrategy,208,732607.9999999999,CrossOver,208,0.0,Broker,208,100547.7999999999,102547.7999999999,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,2006-day-001,209,2006-10-24 23:59:59.999989,4018.21,4022.87,4003.96,4014.01,0.0,0.0,LongShortStrategy,209,732608.9999999999,CrossOver,209,0.0,Broker,209,100497.69999999991,102497.69999999991,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,2006-day-001,210,2006-10-25 23:59:59.999989,4011.18,4025.56,4004.86,4019.14,0.0,0.0,LongShortStrategy,210,732609.9999999999,CrossOver,210,0.0,Broker,210,100548.99999999991,102548.99999999991,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,2006-day-001,211,2006-10-26 23:59:59.999989,4026.47,4047.54,4019.98,4027.29,0.0,0.0,LongShortStrategy,211,732610.9999999999,CrossOver,211,0.0,Broker,211,100630.49999999991,102630.49999999991,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,2006-day-001,212,2006-10-27 23:59:59.999989,4029.07,4039.77,3998.43,4017.27,0.0,0.0,LongShortStrategy,212,732611.9999999999,CrossOver,212,0.0,Broker,212,100530.29999999992,102530.29999999992,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,2006-day-001,213,2006-10-30 23:59:59.999989,4007.26,4007.26,3979.81,4004.92,0.0,0.0,LongShortStrategy,213,732614.9999999999,CrossOver,213,0.0,Broker,213,100406.79999999992,102406.79999999992,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,2006-day-001,214,2006-10-31 23:59:59.999989,4003.92,4019.84,3990.01,4004.8,0.0,0.0,LongShortStrategy,214,732615.9999999999,CrossOver,214,0.0,Broker,214,100405.59999999992,102405.59999999992,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,2006-day-001,215,2006-11-01 23:59:59.999989,4003.8,4029.57,3999.78,4014.34,0.0,0.0,LongShortStrategy,215,732616.9999999999,CrossOver,215,0.0,Broker,215,100500.99999999991,102500.99999999991,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,2006-day-001,216,2006-11-02 23:59:59.999989,4003.97,4010.72,3961.64,3974.62,0.0,0.0,LongShortStrategy,216,732617.9999999999,CrossOver,216,-1.0,Broker,216,100103.79999999992,102103.79999999992,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,2006-day-001,217,2006-11-03 23:59:59.999989,3979.73,4010.44,3971.83,3990.46,0.0,0.0,LongShortStrategy,217,732618.9999999999,CrossOver,217,0.0,Broker,217,102152.89999999992,102152.89999999992,BuySell,217,,4070.5966,Trades - Net Profit/Loss,217,1391.300000000002,
218,2006-day-001,218,2006-11-06 23:59:59.999989,3991.47,4045.22,3991.47,4045.22,0.0,0.0,LongShortStrategy,218,732621.9999999999,CrossOver,218,1.0,Broker,218,102152.89999999992,102152.89999999992,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,2006-day-001,219,2006-11-07 23:59:59.999989,4047.63,4075.99,4045.52,4072.86,0.0,0.0,LongShortStrategy,219,732622.9999999999,CrossOver,219,0.0,Broker,219,100403.19999999992,102403.19999999992,BuySell,219,3984.8372,,Trades - Net Profit/Loss,219,,
220,2006-day-001,220,2006-11-08 23:59:59.999989,4064.92,4078.99,4047.19,4073.81,0.0,0.0,LongShortStrategy,220,732623.9999999999,CrossOver,220,0.0,Broker,220,100412.69999999992,102412.69999999992,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,2006-day-001,221,2006-11-09 23:59:59.999989,4071.17,4081.7,4059.21,4073.0,0.0,0.0,LongShortStrategy,221,732624.9999999999,CrossOver,221,0.0,Broker,221,100404.59999999992,102404.59999999992,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,2006-day-001,222,2006-11-10 23:59:59.999989,4067.1,4072.42,4048.97,4063.84,0.0,0.0,LongShortStrategy,222,732625.9999999999,CrossOver,222,0.0,Broker,222,100312.99999999991,102312.99999999991,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,2006-day-001,223,2006-11-13 23:59:59.999989,4063.01,4095.55,4059.51,4086.14,0.0,0.0,LongShortStrategy,223,732628.9999999999,CrossOver,223,0.0,Broker,223,100535.99999999991,102535.99999999991,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,2006-day-001,224,2006-11-14 23:59:59.999989,4087.11,4097.05,4068.51,4084.33,0.0,0.0,LongShortStrategy,224,732629.9999999999,CrossOver,224,0.0,Broker,224,100517.8999999999,102517.8999999999,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,2006-day-001,225,2006-11-15 23:59:59.999989,4089.39,4110.53,4089.39,4108.83,0.0,0.0,LongShortStrategy,225,732630.9999999999,CrossOver,225,0.0,Broker,225,100762.8999999999,102762.8999999999,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,2006-day-001,226,2006-11-16 23:59:59.999989,4107.71,4116.79,4096.67,4109.71,0.0,0.0,LongShortStrategy,226,732631.9999999999,CrossOver,226,0.0,Broker,226,100771.69999999991,102771.69999999991,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,2006-day-001,227,2006-11-17 23:59:59.999989,4106.78,4107.24,4066.05,4078.36,0.0,0.0,LongShortStrategy,227,732632.9999999999,CrossOver,227,0.0,Broker,227,100458.19999999991,102458.19999999991,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,2006-day-001,228,2006-11-20 23:59:59.999989,4074.59,4101.04,4049.44,4096.74,0.0,0.0,LongShortStrategy,228,732635.9999999999,CrossOver,228,0.0,Broker,228,100641.99999999991,102641.99999999991,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,2006-day-001,229,2006-11-21 23:59:59.999989,4095.27,4112.27,4090.91,4096.06,0.0,0.0,LongShortStrategy,229,732636.9999999999,CrossOver,229,0.0,Broker,229,100635.19999999992,102635.19999999992,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,2006-day-001,230,2006-11-22 23:59:59.999989,4105.91,4118.4,4084.71,4094.97,0.0,0.0,LongShortStrategy,230,732637.9999999999,CrossOver,230,0.0,Broker,230,100624.29999999992,102624.29999999992,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,2006-day-001,231,2006-11-23 23:59:59.999989,4099.96,4105.18,4070.31,4085.76,0.0,0.0,LongShortStrategy,231,732638.9999999999,CrossOver,231,0.0,Broker,231,100532.19999999992,102532.19999999992,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,2006-day-001,232,2006-11-24 23:59:59.999989,4076.14,4078.44,4028.3,4048.16,0.0,0.0,LongShortStrategy,232,732639.9999999999,CrossOver,232,-1.0,Broker,232,100156.19999999992,102156.19999999992,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,2006-day-001,233,2006-11-27 23:59:59.999989,4045.05,4053.68,3978.25,3978.25,0.0,0.0,LongShortStrategy,233,732642.9999999999,CrossOver,233,0.0,Broker,233,102123.09999999993,102123.09999999993,BuySell,233,,4114.485199999999,Trades - Net Profit/Loss,233,,-29.799999999999272
234,2006-day-001,234,2006-11-28 23:59:59.999989,3976.16,3990.75,3951.94,3975.11,0.0,0.0,LongShortStrategy,234,732643.9999999999,CrossOver,234,0.0,Broker,234,102123.09999999993,102123.09999999993,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,2006-day-001,235,2006-11-29 23:59:59.999989,3983.51,4023.89,3983.51,4023.09,0.0,0.0,LongShortStrategy,235,732644.9999999999,CrossOver,235,0.0,Broker,235,102123.09999999993,102123.09999999993,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,2006-day-001,236,2006-11-30 23:59:59.999989,4027.46,4036.72,3983.05,3987.23,0.0,0.0,LongShortStrategy,236,732645.9999999999,CrossOver,236,0.0,Broker,236,102123.09999999993,102123.09999999993,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,2006-day-001,237,2006-12-01 23:59:59.999989,3993.03,4011.96,3914.46,3932.09,0.0,0.0,LongShortStrategy,237,732646.9999999999,CrossOver,237,0.0,Broker,237,102123.09999999993,102123.09999999993,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,2006-day-001,238,2006-12-04 23:59:59.999989,3935.81,3965.16,3927.4,3962.93,0.0,0.0,LongShortStrategy,238,732649.9999999999,CrossOver,238,0.0,Broker,238,102123.09999999993,102123.09999999993,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,2006-day-001,239,2006-12-05 23:59:59.999989,3966.61,4014.55,3961.06,4007.94,0.0,0.0,LongShortStrategy,239,732650.9999999999,CrossOver,239,0.0,Broker,239,102123.09999999993,102123.09999999993,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,2006-day-001,240,2006-12-06 23:59:59.999989,4007.75,4015.8,3987.15,4002.31,0.0,0.0,LongShortStrategy,240,732651.9999999999,CrossOver,240,0.0,Broker,240,102123.09999999993,102123.09999999993,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,2006-day-001,241,2006-12-07 23:59:59.999989,3997.09,4039.25,3991.84,4018.69,0.0,0.0,LongShortStrategy,241,732652.9999999999,CrossOver,241,0.0,Broker,241,102123.09999999993,102123.09999999993,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,2006-day-001,242,2006-12-08 23:59:59.999989,4011.63,4028.14,3980.66,4019.89,0.0,0.0,LongShortStrategy,242,732653.9999999999,CrossOver,242,0.0,Broker,242,102123.09999999993,102123.09999999993,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,2006-day-001,243,2006-12-11 23:59:59.999989,4024.14,4055.74,4024.14,4052.89,0.0,0.0,LongShortStrategy,243,732656.9999999999,CrossOver,243,1.0,Broker,243,102123.09999999993,102123.09999999993,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,2006-day-001,244,2006-12-12 23:59:59.999989,4052.55,4062.2,4044.02,4059.74,0.0,0.0,LongShortStrategy,244,732657.9999999999,CrossOver,244,0.0,Broker,244,100192.99999999993,102192.99999999993,BuySell,244,3983.3597,,Trades - Net Profit/Loss,244,,
245,2006-day-001,245,2006-12-13 23:59:59.999989,4063.14,4096.28,4054.64,4094.33,0.0,0.0,LongShortStrategy,245,732658.9999999999,CrossOver,245,0.0,Broker,245,100538.89999999994,102538.89999999994,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,2006-day-001,246,2006-12-14 23:59:59.999989,4100.49,4122.89,4099.98,4118.84,0.0,0.0,LongShortStrategy,246,732659.9999999999,CrossOver,246,0.0,Broker,246,100783.99999999994,102783.99999999994,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,2006-day-001,247,2006-12-15 23:59:59.999989,4119.08,4147.38,4119.08,4140.66,0.0,0.0,LongShortStrategy,247,732660.9999999999,CrossOver,247,0.0,Broker,247,101002.19999999994,103002.19999999994,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,2006-day-001,248,2006-12-18 23:59:59.999989,4140.99,4141.46,4129.65,4130.06,0.0,0.0,LongShortStrategy,248,732663.9999999999,CrossOver,248,0.0,Broker,248,100896.19999999994,102896.19999999994,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,2006-day-001,249,2006-12-19 23:59:59.999989,4121.01,4121.01,4085.18,4100.48,0.0,0.0,LongShortStrategy,249,732664.9999999999,CrossOver,249,0.0,Broker,249,100600.39999999994,102600.39999999994,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,2006-day-001,250,2006-12-20 23:59:59.999989,4108.3,4130.8,4108.3,4118.54,0.0,0.0,LongShortStrategy,250,732665.9999999999,CrossOver,250,0.0,Broker,250,100780.99999999994,102780.99999999994,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,2006-day-001,251,2006-12-21 23:59:59.999989,4111.85,4125.27,4104.46,4112.1,0.0,0.0,LongShortStrategy,251,732666.9999999999,CrossOver,251,0.0,Broker,251,100716.59999999995,102716.59999999995,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,2006-day-001,252,2006-12-22 23:59:59.999989,4109.86,4109.86,4072.62,4073.5,0.0,0.0,LongShortStrategy,252,732667.9999999999,CrossOver,252,0.0,Broker,252,100330.59999999995,102330.59999999995,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,2006-day-001,253,2006-12-27 23:59:59.999989,4079.7,4134.86,4079.7,4134.86,0.0,0.0,LongShortStrategy,253,732672.9999999999,CrossOver,253,0.0,Broker,253,100944.19999999994,102944.19999999994,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,2006-day-001,254,2006-12-28 23:59:59.999989,4137.44,4142.06,4125.14,4130.66,0.0,0.0,LongShortStrategy,254,732673.9999999999,CrossOver,254,0.0,Broker,254,100902.19999999994,102902.19999999994,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,2006-day-001,255,2006-12-29 23:59:59.999989,4130.12,4142.01,4119.94,4119.94,0.0,0.0,LongShortStrategy,255,732674.9999999999,CrossOver,255,0.0,Broker,255,100794.99999999994,102794.99999999994,BuySell,255,,,Trades - Net Profit/Loss,255,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 2006-day-001
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - LongShortStrategy:
      *************************************************************************
      - Params:
        - period: 15
        - stake: 1
        - printout: False
        - onlylong: True
        - csvcross: True
      *************************************************************************
      - Indicators:
        .......................................................................
        - SMA:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 15
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.01
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 100000
          - End: 102795.0
        .......................................................................
        - sqn:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - sqn: 0.91
            - trades: 11
